;Unnamed: 0;created_at;favorite_count;id_str;is_retweet;retweet_count;source;text;sentiment ;topic_words
1605;1605;2017-08-16 19:49:31;44529;897908198098706432;False;6394;Twitter for iPhone;Just landed in Bedminster, New Jersey. #MAGA ðŸŽ¥https://t.co/6EQfmRzrnv;0.0;['cuts', 'reform', 'tax']
1606;1606;2017-08-16 17:50:13;0;897878175308546048;True;12508;Twitter for iPhone;RT @JacobAWohl: @realDonaldTrump President Trump alone has succeeded in bringing the Stock Market, Small Business Index and Consumer Comforâ€¦;0.2023;['line', 'dollars', 'plant/plants']
1607;1607;2017-08-16 17:14:27;87625;897869174323728384;False;20229;Twitter for iPhone;"Rather than putting pressure on the businesspeople of the Manufacturing Council &amp; Strategy &amp; Policy Forum, I am ending both. Thank you all!";0.1511;['jobs', 'investment', 'manufacturing']
1608;1608;2017-08-16 14:58:14;96750;897834894822342656;False;17856;Twitter for iPhone;Memorial service today for beautiful and incredible Heather Heyer, a truly special young woman. She will be long remembered by all!;0.8687;['goal', 'kind', 'West']
1609;1609;2017-08-16 14:51:36;57932;897833223501344768;False;9986;Twitter for iPhone;"Wow, Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall &amp; Crime!";0.7959;['crowd', 'rally', 'MAKE']
1611;1611;2017-08-16 11:39:34;119210;897784898865553408;False;27363;Twitter for iPhone;Kim Jong Un of North Korea made a very wise and well reasoned decision. The alternative would have been both catastrophic and unacceptable!;-0.1865;['breakthrough', 'VETERANS', 'promises']
1612;1612;2017-08-16 11:32:39;0;897783159038910464;True;8335;Twitter for iPhone;"RT @FoxNews: .@POTUS: ""Our infrastructure will again be the best in the world. We used to have the greatest infrastructure anywhere in theâ€¦";0.8555;['West', 'MakeAmericaGreatAgainðŸ‡ºðŸ‡¸', ' Virginia']
1615;1615;2017-08-16 11:24:34;0;897781122658177024;True;14618;Twitter for iPhone;"RT @Harlan: Watching MSM you would have no idea @realDonaldTrump clearly, unambiguously &amp; repeatedly condemned the bigotry &amp; violence in Châ€¦";-0.7579;['high', 'business', 'levels']
1616;1616;2017-08-16 11:23:24;0;897780828134141952;True;1109;Twitter for iPhone;RT @CLewandowski_: Please watch @foxandfriends today at 7:30 AM to watch me discuss @realDonaldTrump.;0.3182;['media', 'WINNING', 'JacobAWohl']
1617;1617;2017-08-16 10:18:14;52183;897764432369070080;False;8973;Twitter for iPhone;Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race!;0.7644;['premium', 'hikes', 'Insurers']
1618;1618;2017-08-16 10:12:45;70636;897763049226084352;False;18254;Twitter for iPhone;Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!;-0.5255;['UNTRUE', 'White', 'dump']
1619;1619;2017-08-15 15:21:08;111590;897478270442143744;False;25350;Twitter for iPhone;For every CEO that drops out of the Manufacturing Council, I have many to take their place. Grandstanders should not have gone on. JOBS!;0.0;['t.co/zCFK5OfYnB', 'immigration', 'taxpayers']
1620;1620;2017-08-15 12:08:01;61099;897429670278385664;False;11425;Twitter for iPhone;Big day in Alabama. Vote for Luther Strange, he will be great!;0.5562;['hero', 'Rust', 't.co/nqiZ8h8ajk']
1621;1621;2017-08-15 11:03:32;0;897413442696597504;True;373;Twitter for iPhone;RT @MikeHolden42: @foxandfriends @realDonaldTrump He's a fascist, so not unusual.;-0.5574;['VET', 'duty', 't.co/YS6y1WR30G']
1622;1622;2017-08-15 11:03:23;0;897413405002387456;True;769;Twitter for iPhone;RT @SLandinSoCal: @foxandfriends @realDonaldTrump Nothing can stop the #TrumpTrainâ€¼ï¸� https://t.co/PprEMbiZQa;-0.29600000000000004;['owners', 'business', 't.co/TJn5x6HrFG']
1623;1623;2017-08-15 10:55:58;0;897411536460886016;True;8994;Twitter for iPhone;RT @foxandfriends: FOX NEWS EXCLUSIVE: President Trump 'seriously considering' a pardon for ex-Sheriff Joe Arpaio https://t.co/Rgw8l7i9Xl;0.4278;[' Media', 'people', 'truth']
1624;1624;2017-08-15 10:54:32;17572;897411177583702016;False;7462;Twitter for iPhone;@foxandfriends According to report just out, President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia!;0.6067;['Thank', 'NEVER', 'money']
1625;1625;2017-08-15 10:30:55;47827;897405235924275200;False;7983;Twitter for iPhone;Senator Luther Strange, who is doing a great job for the people of Alabama, will be on @foxandfriends at 7:15. Tough on crime, borders etc.;-0.1779;['Stock', 'mentions', 'seldom']
1626;1626;2017-08-15 03:11:23;0;897294623000985600;True;27432;Twitter for iPhone;RT @JackPosobiec: Meanwhile: 39 shootings in Chicago this weekend, 9 deaths. No national media outrage. Why is that? https://t.co/9Crutnnrp8;-0.6705;['priority', 'praises', 'President']
1627;1627;2017-08-15 03:06:52;122211;897293484884979712;False;20632;Twitter for iPhone;Feels good to be home after seven months, but the White House is very special, there is no place like it... and the U.S. is really my home!;0.7705;['years', 'secure', 'wages']
1628;1628;2017-08-15 02:38:05;0;897286242886463488;True;9439;Twitter for iPhone;RT @foxandfriends: Sec. Mattis: If North Korea fires missile at US, it's 'game on' https://t.co/CfPL9u2I2G;0.0;['insurance', 'companies', 'Congress']
1629;1629;2017-08-14 22:31:05;0;897224082625880064;True;15547;Twitter for iPhone;RT @FiIibuster: @realDonaldTrump We have a President that is putting the security and prosperity of America first. Thank you, President Truâ€¦;0.5994;['Repeal', 'Republican', 'option']
1630;1630;2017-08-14 22:29:00;129183;897223558073602048;False;34084;Twitter for iPhone;Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!;0.484;['problem', 'NOTHING', ' Korea']
1631;1631;2017-08-14 22:22:17;63273;897221868784168960;False;9402;Twitter for iPhone;Leaving for New York City and meetings on military purchases and trade.;0.0;['past', 'hundreds', 'trade']
1632;1632;2017-08-14 22:17:11;70590;897220584211439616;False;12759;Twitter for iPhone;"Big day in Washington, D.C., even though White House &amp; Oval Office are being renovated. Great trade deals coming for American workers!";0.6588;['election', 'Problem', 'geniuses']
1633;1633;2017-08-14 22:09:09;65851;897218560937922560;False;14503;Twitter for iPhone;".@Merck Pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the U.S. Bring jobs back &amp; LOWER PRICES!";-0.4981;['bill', 'Senators', 'quitters']
1634;1634;2017-08-14 12:54:47;94838;897079051277537280;False;22644;Twitter for iPhone;Now that Ken Frazier of Merck Pharma has resigned from President's Manufacturing Council,he will have more time to LOWER RIPOFF DRUG PRICES!;-0.6693;['Election', 'Market', 'Stock']
1635;1635;2017-08-14 10:54:08;97660;897048688639574016;False;20505;Twitter for iPhone;The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!;-0.6588;['BAILOUTS', 'Insurance', 'Congress']
1636;1636;2017-08-14 10:38:17;60284;897044700124909568;False;11474;Twitter for iPhone;"Luther Strange of the Great State of Alabama has my endorsement. He is strong on Border &amp; Wall, the military, tax cuts &amp; law enforcement.";0.7717;['people', 'Replace', 'ObamaCare']
1637;1637;2017-08-14 10:26:09;69555;897041646659014656;False;12362;Twitter for iPhone;Heading to Washington this morning. Much work to do. Focus on trade and military. #MAGA;0.0;['Senate', 'chance', 'minute']
1638;1638;2017-08-13 22:03:32;0;896854760099336192;True;7224;Twitter for iPhone;RT @axios: The DOJ is opening a civil rights investigation on the car attack in Charlottesville https://t.co/bkqmQENipV;-0.4767;['Healthcare', 'Law', 'U.S.']
1639;1639;2017-08-13 22:01:17;0;896854197114732544;True;10008;Twitter for iPhone;RT @FoxNews: .@AlanDersh: Trump Has 'More Credibility' Than Obama With North Korea https://t.co/0w1L01EL0q https://t.co/9Q3FYUmNy1;0.0;['majority', 'Senate', 'time']
1640;1640;2017-08-13 22:00:47;0;896854071117787136;True;11914;Twitter for iPhone;RT @DailyCaller: Guam Governor To Trump: Iâ€™ve Never Felt Safer Than â€˜With You At The Helmâ€™ https://t.co/ESwleDjwuB https://t.co/2UwKmzJtPY;0.4215;['WIN', 'reconciliation', 'TIME']
1641;1641;2017-08-13 12:17:13;0;896707210503483392;True;11416;Twitter for iPhone;"RT @SecretService: Our thoughts &amp; prayers are with the families, friends &amp; colleagues of #Virginia's @VSPPIO Lt Cullen &amp; Tpr Bates #Charlotâ€¦";0.4767;['Senate', 'R', 'country']
1642;1642;2017-08-12 23:25:25;112225;896512981319790592;False;23601;Twitter for iPhone;Condolences to the family of the young woman killed today, and best regards to all of those injured, in Charlottesville, Virginia. So sad!;-0.7707;['prices', 'Witch', 't.co/mMSxj4Su5z']
1643;1643;2017-08-12 22:50:10;127578;896504109670567936;False;26774;Twitter for iPhone;"Deepest condolences to the families &amp; fellow officers of the VA State Police who died today. You're all among the best this nation produces.";0.1531;['country', 'Replay', 'safety']
1644;1644;2017-08-12 21:49:47;68383;896488914877165568;False;15556;Media Studio;We will continue to follow developments in Charlottesville, and will provide whatever assistance is needed. We are ready, willing and able. https://t.co/mCTYBgUePi;0.3612;['lot', 'country', ' Priebus']
1645;1645;2017-08-12 21:19:23;113556;896481262776360960;False;33786;Media Studio;We must remember this truth: No matter our color, creed, religion or political party, we are ALL AMERICANS FIRST. https://t.co/FesMiQSKKn;0.4981;['John', 'Homeland', 'job']
1646;1646;2017-08-12 20:23:15;69710;896467135391596544;False;17736;Twitter for iPhone;"What is vital now is a swift restoration of law and order and the protection of innocent lives.
#Charlottesville https://t.co/DB22fgnu6L";0.6597;['Kelly', 'General/Secretary', 'Staff']
1647;1647;2017-08-12 19:26:57;32522;896452967741747200;False;5263;Twitter for iPhone;Join me live from Bedminster, New Jersey: https://t.co/P3cRVvE0cY;0.29600000000000004;['MS13', 'members', 'siege']
1648;1648;2017-08-12 18:00:28;60599;896431205549318144;False;11471;Twitter for iPhone;"Am in Bedminster for meetings &amp; press conference on V.A. &amp; all that we have done, and are doing, to make it better-but Charlottesville sad!";-0.5255;['laws', 'police', 'SUPPORT']
1649;1649;2017-08-12 17:19:13;195440;896420822780444672;False;59652;Twitter for iPhone;"We ALL must be united &amp; condemn all that hate stands for. There is no place for this kind of violence in America. Lets come together as one!";-0.8856;['parts', 'healthcare', 'things']
1650;1650;2017-08-12 02:06:16;49032;896191069733265408;False;11145;Media Studio;Press Conference - Following National Security Briefing in Bedminster, New Jersey. ðŸŽ¥https://t.co/v5O8GglOIK https://t.co/H1Zi5XRKEo;0.34;['majority', 'legislation', 'Republicans']
1651;1651;2017-08-11 21:43:10;70638;896124861571112960;False;15708;Media Studio;"As promised on the campaign trail, we will provide opportunity for Americans to gain skills needed to succeed &amp; thrive as the economy grows! https://t.co/ZycW4PPcU5";0.9041;['beginning', 'Watch', 'deal']
1652;1652;2017-08-11 20:42:45;52445;896109655574708224;False;11946;Twitter for iPhone;"""Consumer Comfort Reaches 16-Year High on U.S. Economic Optimism"" via Bloomberg https://t.co/X6KdszrxsS";0.7351;['healthcare', 'Go', 'America']
1653;1653;2017-08-11 18:29:26;51823;896076107094474752;False;11141;Twitter for iPhone;We want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmBn4;0.6369;['officer', 'safety', 'award']
1654;1654;2017-08-11 13:19:02;0;895997989272961024;True;18626;Twitter for iPhone;RT @PacificCommand: #USAF B-1B Lancer #bombers on Guam stand ready to fulfill USFKâ€™s #FightTonight mission if called upon to do so https://â€¦;0.6597;['lives', 't.co/it52TkLsye', 'actions']
1655;1655;2017-08-11 11:29:31;176749;895970429734711296;False;60063;Twitter for iPhone;Military solutions are now fully in place,locked and loaded,should North Korea act unwisely.  Hopefully Kim Jong Un will find another path!;0.5707;['responders', 'TeamScalise', 'June']
1656;1656;2017-08-11 11:12:56;0;895966256813268992;True;7505;Twitter for iPhone;RT @foxandfriends: Trump fires new warning shot at McConnell, leaves door open on whether he should step down https://t.co/tJIRc0usWl;-0.34;['members', 'SAFE', 'country']
1657;1657;2017-08-11 11:12:14;0;895966080690257920;True;8655;Twitter for iPhone;RT @foxandfriends: Senators learn the hard way about the fallout from turning on Trump https://t.co/wq8Im1cHpy;-0.1027;['FoxNews', 'Hunt', 'report']
1658;1658;2017-08-11 11:08:03;0;895965025931808768;True;7479;Twitter for iPhone;RT @foxandfriends: FOX NEWS ALERT: 2 US drone strikes in Somalia target Al Qaeda and Al-Shabaab https://t.co/MqrY7zbMy2;0.1111;['situation', 'politics', 'Russians']
1659;1659;2017-08-10 23:51:36;79230;895794792747216896;False;19993;Twitter for iPhone;"""Trump approval rebounds to 45%, surges among Hispanics, union homes, men"" https://t.co/vvJMDv9Gjl";0.4767;['Schultz', 't.co/PjbZ2TGIKb', 'Pretty']
1660;1660;2017-08-10 20:18:30;87293;895741164103639040;False;18303;Twitter for iPhone;".@IvankaTrump will lead the U.S. delegation to India this fall, supporting womenâ€™s entrepreneurship globally.
#GES2017 @narendramodi";0.4404;['chance', 'Republican', 'people']
1661;1661;2017-08-10 16:40:41;123211;895686351529672704;False;31253;Twitter for iPhone;"Mitch, get back to work and put Repeal &amp; Replace, Tax Reform &amp; Cuts and a great Infrastructure Bill on my desk for signing. You can do it!";0.4926;['nytimes', 'T.V', 'America']
1662;1662;2017-08-10 11:17:25;0;895604995537678336;True;11239;Twitter for iPhone;RT @foxandfriends: FOX NEWS ALERT: North Korea responds to U.S. with Guam attack plan as Secretary Mattis warns Kim Jung Un â€œhe is grosslyâ€¦;-0.1449;['Thank', 'Wisconsin', 'potential']
1663;1663;2017-08-10 11:13:18;0;895603959565570048;True;17482;Twitter for iPhone;RT @ProgressPolls: Who is a better President of the United States? #ObamaDay;0.6908;['Girls', 'WH', 't.co/U6tfV93dDG']
1664;1664;2017-08-10 10:54:18;106233;895599179522650112;False;24945;Twitter for iPhone;"Can you believe that Mitch McConnell, who has screamed Repeal &amp; Replace for 7 years, couldn't get it done. Must Repeal &amp; Replace ObamaCare!";-0.3802;['WORSHIP', 'WE', 't.co/jIejSgVnnA']
1665;1665;2017-08-10 01:20:57;0;895454893133234176;True;6318;Twitter for iPhone;RT @markets: U.S. job openings surge to record https://t.co/3CPH78Sfvw via @ShoChandra https://t.co/JFhQ7HFN69;0.0;['representatives', 'dollars', 'run']
1666;1666;2017-08-10 01:18:36;0;895454300607991808;True;12125;Twitter for iPhone;"RT @TheFive: ""@POTUS being unpredictable is a big asset, North Korea knew exactly what President Obama was going to do.""- @jessebwatters";0.3612;['charge', 'friend', 'McCabe']
1667;1667;2017-08-10 01:18:14;0;895454206244655104;True;24181;Twitter for iPhone;"RT @AmbJohnBolton: Our country &amp; civilians are vulnerable today because @BarackObama did not believe in national missile defense. Letâ€™s nevâ€¦";-0.1027;['transgender', 'disruption', 'Thank']
1669;1669;2017-08-09 18:14:50;122404;895347654431035392;False;31529;Twitter for iPhone;"Senator Mitch McConnell said I had ""excessive expectations,"" but I don't think so. After 7 years of hearing Repeal &amp; Replace, why not done?";0.0;['consultation', 'United', 'experts']
1670;1670;2017-08-09 12:03:21;131370;895254168570605568;False;30355;Twitter for iPhone;...Hopefully we will never have to use this power, but there will never be a time that we are not the most powerful nation in the world!;-0.5596;['Senator', 'Too', 'lisamurkowski']
1671;1671;2017-08-09 11:56:33;107542;895252459152711680;False;25729;Twitter for iPhone;My first order as President was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before....;0.6901;['records', 'crowd', 'Ohio']
1672;1672;2017-08-09 11:26:47;0;895244964904542208;True;10509;Twitter for iPhone;"RT @foxandfriends: President Trump vows America will respond to North Korean threats with ""fire &amp; fury"" in a warning to the rogue nation htâ€¦";-0.8834;['care', 'health', 't.co/VuojpRpcLM']
1673;1673;2017-08-09 11:24:44;0;895244450053726208;True;4720;Twitter for iPhone;"RT @foxandfriends: France vehicle attack leaves at least six soldiers injured

https://t.co/bm7gevcQi2";-0.7003;['evening', 'Thank', 'Ohio']
1674;1674;2017-08-09 11:23:25;0;895244121241255936;True;5309;Twitter for iPhone;RT @foxandfriends: Trump vows U.S. 'power' will meet North Korean threat https://t.co/od7Ohr51XD;-0.5267;['Youngstown', 'evening', 'nation']
1675;1675;2017-08-09 11:22:58;0;895244004803194880;True;6716;Twitter for iPhone;RT @foxandfriends: Millions of gallons of Mexican waste threaten Border Patrol agents https://t.co/yGAq4IgHOs;-0.6597;['Youngstown', 'Ohio', 't.co/jWX9yBlX8z']
1676;1676;2017-08-09 11:22:10;0;895243804013416448;True;6781;Twitter for iPhone;RT @foxandfriends: U.S. Air Force jets take off from Guam for training, ensuring they can 'fight tonight' https://t.co/E4EGIyNSHP;-0.128;['grt', 'Rep.', 'healthcare']
1677;1677;2017-08-09 10:56:36;0;895237369032519680;True;9819;Twitter for iPhone;"RT @TheFive: ""Media bias is not just about what they report, it's also about what they don't report.""-@jessebwatters #thefive";-0.1027;['Press', 'Prime', 't.co/JHVHKgrPOY']
1678;1678;2017-08-09 01:16:33;67083;895091395379245056;False;13060;Twitter for iPhone;Senator Luther Strange has done a great job representing the people of the Great State of Alabama. He has my complete and total endorsement!;0.8748;['JOBS', 'Boom', 'Labor']
1679;1679;2017-08-08 18:11:43;0;894984483291750400;True;13514;Twitter for iPhone;RT @FoxNews: Jobs added during @POTUS' time in office. https://t.co/zD0FkFvHVx;0.0;['action', 'time', 't.co/VdTiYL0Ua7']
1680;1680;2017-08-08 18:10:18;111343;894984126582972416;False;25703;Twitter for iPhone;After 200 days, rarely has any Administration achieved what we have achieved..not even close! Don't believe the Fake News Suppression Polls!;0.4833;['crowd', 'Great', ' State']
1681;1681;2017-08-08 18:00:30;85946;894981661926068224;False;24056;Twitter for iPhone;E-mails show that the AmazonWashingtonPost and the FailingNewYorkTimes were reluctant to cover the Clinton/Lynch secret meeting in plane.;-0.25;['obstructionists', 'day', 'people']
1682;1682;2017-08-08 11:17:18;110433;894880193839497216;False;24362;Twitter for iPhone;"After many years of failure,countries are coming together to  finally address the dangers posed by North Korea. We must be tough &amp; decisive!";-0.4753;['Trade', 'JOBS', 'U.S.']
1683;1683;2017-08-08 11:11:49;72667;894878812063846400;False;14799;Twitter for iPhone;I will be holding a major briefing on the Opioid crisis, a major problem for our country, today at 3:00 P.M. in Bedminster, N.J.;-0.7783;['Jared', 'Russians', 'year']
1684;1684;2017-08-08 10:59:25;0;894875690423726080;True;6898;Twitter for iPhone;RT @foxandfriends: OPIOID CRISIS: Worse than we thought, with a new study showing overdose deaths were under reported https://t.co/27kLJKRXâ€¦;-0.8374;['John', 'hero', 'McCain']
1685;1685;2017-08-08 10:59:04;0;894875602045607936;True;8881;Twitter for iPhone;RT @foxandfriends: Anthem announces it will withdraw from ObamaCare Exchange in Nevada https://t.co/d0CxeHQKwz;0.0;['Replace', 'Repeal', 'hand']
1686;1686;2017-08-08 10:41:59;0;894871302250668032;True;7175;Twitter for iPhone;RT @foxandfriends: U.S. spy satellites detect North Korea moving anti-ship cruise missiles to patrol boat https://t.co/BPFXsLffgy;0.0;['plate', 'day', 'HealthCare']
1687;1687;2017-08-07 20:48:54;115856;894661651760377856;False;29933;Twitter for iPhone;I think Senator Blumenthal should take a nice long vacation in Vietnam, where he lied about his service, so he can at least say he was there;0.0516;['investigation', 'person', 'charge']
1688;1688;2017-08-07 20:39:46;82202;894659355324424192;False;17551;Twitter for iPhone;How much longer will the failing nytimes, with its big losses and massive unfunded liability (and non-existent sources), remain in business?;-0.7783;['crimes', 'position', 'Sessions']
1689;1689;2017-08-07 20:15:18;85330;894653195112378368;False;20272;Twitter for iPhone;The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea!;0.7644;['investigation', 'campaign', 'A.G.']
1690;1690;2017-08-07 18:18:33;0;894623814079975424;True;5144;Twitter for iPhone;RT @realDonaldTrump: On #PurpleHeartDayðŸ’œI thank all the brave men and women who have sacrificed in battle for this GREAT NATION! #USAðŸ‡ºðŸ‡¸ httâ€¦;0.8564;['Fake', 'Post', 'monopoly']
1691;1691;2017-08-07 18:03:42;76310;894620077634592768;False;15769;Twitter for iPhone;On #PurpleHeartDayðŸ’œI thank all the brave men and women who have sacrificed in battle for this GREAT NATION! #USAðŸ‡ºðŸ‡¸ https://t.co/QmfdLSLp6p;0.8564;['Lobbyist', 'ratings', 'taxes']
1692;1692;2017-08-07 12:01:20;74752;894528885701971968;False;17375;Twitter for iPhone;...conquests, how brave he was, and it was all a lie. He cried like a baby and begged for forgiveness like a child. Now he judges collusion?;0.7845;['facts', 'Assad', 'payments']
1693;1693;2017-08-07 11:52:32;78666;894526670836781056;False;19662;Twitter for iPhone;Never in U.S.history has anyone lied or defrauded voters like Senator Richard Blumenthal. He told stories about his Vietnam battles and....;-0.4019;['life', 't.co/DnNYxGJm4I', 'duty']
1694;1694;2017-08-07 11:47:36;80581;894525428236464128;False;20919;Twitter for iPhone;Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist!;0.2244;['senator', 'Remarks', 'America']
1695;1695;2017-08-07 11:32:56;66731;894521737534197760;False;13164;Twitter for iPhone;Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings.;-0.1027;['SecretaryPerry', 'SecPriceMD', 'SecretaryZinke']
1696;1696;2017-08-07 11:18:05;74243;894518002795900928;False;17420;Twitter for iPhone;"Hard to believe that with 24/7 #Fake News on CNN, ABC, NBC, CBS, NYTIMES &amp; WAPO, the Trump base is getting stronger!";0.3595;['thing', 'Republicans', 'Repeal']
1697;1697;2017-08-07 11:09:36;69591;894515865802223616;False;14447;Twitter for iPhone;"... Supreme Court pick, economic enthusiasm, deregulation &amp; so much more have driven the Trump base even closer together. Will never change!";0.7777;['Russia', 'excuse', 'television']
1698;1698;2017-08-07 11:04:19;59815;894514535062790144;False;12005;Twitter for iPhone;...and West Virginia. The fact is the Fake News Russian collusion story, record Stock Market, border security, military strength, jobs.....;0.3612;['course', 'Crooked', 'investigators']
1699;1699;2017-08-07 10:58:09;90640;894512983384129536;False;19426;Twitter for iPhone;"The Trump base is far bigger &amp;  stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn, Iowa, Ohio.......";-0.128;['evidence', 'Russia', 'investigation']
1700;1700;2017-08-07 10:38:32;65244;894508048844279808;False;13598;Twitter for iPhone;The failing @nytimes, which has made every wrong prediction about me including my big election win (apologized), is totally inept!;-0.4389;['Swamp', 'Sewer', ' News']
1701;1701;2017-08-07 01:22:08;100546;894368024765059072;False;20422;Twitter for iPhone;Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.;0.8795;['etc', 'months', 'border']
1702;1702;2017-08-07 01:18:08;95347;894367017054208000;False;23061;Twitter for iPhone;"The Fake News refuses to report the success of the first 6 months: S.C., surging economy &amp; jobs,border &amp; military security,ISIS &amp; MS-13 etc.";0.1531;['ObamaCare', 'Replace', 'Republicans']
1703;1703;2017-08-06 22:43:29;0;894328101949374464;True;10769;Twitter for iPhone;RT @IvankaTrump: The Administration is committed to supporting military spouses in the workforce. Thanks Kim for sharing your story! https:â€¦;0.8748;['Times', 'Failing', 'York']
1705;1705;2017-08-05 23:14:18;83987;893973466508079104;False;18347;Twitter for iPhone;United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K.;0.4215;['groups', 'election', 'hold']
1707;1707;2017-08-05 22:58:17;103975;893969438139191296;False;22371;Twitter for iPhone;After many years of LEAKS going on in Washington, it is great to see the A.G. taking action! For National Security, the tougher the better!;0.893;['â˜', 'herðŸ‡ºðŸ‡¸', 'ï¸�LOVE']
1708;1708;2017-08-05 22:44:34;110129;893965986566733824;False;25763;Twitter for iPhone;The United Nations Security Council just voted 15-0 to sanction North Korea. China and Russia voted with us. Very big financial impact!;0.6696;['American', 'steel', 'message']
1709;1709;2017-08-05 22:36:51;87982;893964041630212096;False;19955;Twitter for iPhone;Working in Bedminster, N.J., as long planned construction is being done at the White House. This is not a vacation - meetings and calls!;0.0;['USSGeraldRFord', 'ship', 'world']
1710;1710;2017-08-05 22:18:56;0;893959535425146880;True;17977;Twitter for iPhone;"RT @RightlyNews: ""What's a high priced Clinton attorney doing representing a low level IT staffer for the Democrats?"" 
-@jessebwatters on tâ€¦";-0.2732;['ceremony', 'USA', 't.co/PrVceEmPOB']
1711;1711;2017-08-05 22:12:26;63757;893957896190533632;False;14759;Twitter for iPhone;"""Under Trump, gains against #ISIS have dramatically accelerated""
https://t.co/jNtOTh0moL";0.34;['obstruction', 'ideas', 'obstructionists']
1712;1712;2017-08-05 16:00:59;92077;893864420539068416;False;24010;Media Studio;Prosperity is coming back to our shores because we are putting America WORKERS and FAMILIES first. #AmericaFirstðŸ‡ºðŸ‡¸ https://t.co/4kTc6Om308;0.0;['Replace', 'Tax', 'vote']
1713;1713;2017-08-05 11:12:08;0;893791726896381952;True;11178;Twitter for iPhone;RT @FoxNews: More than 1 million jobs added since @POTUS took office. https://t.co/ZVsC9oi9Ds https://t.co/NNL1FwNMLU;0.0;[' Scaramucci', 'Anthony', 'Republican/JJ Primaries']
1714;1714;2017-08-04 23:30:27;0;893615145053716480;True;19731;Twitter for iPhone;RT @IvankaTrump: Since @realDonaldTrump inauguration, over 1 million net new jobs have been created in the American economy! #MAGA;0.3164;['authorities', 'Donald', 'media']
1715;1715;2017-08-04 23:27:36;0;893614425067839488;True;10696;Twitter for iPhone;RT @dcexaminer: Emails show Washington Post, New York Times reporters unenthusiastic about covering Clinton-Lynch meeting https://t.co/PKSLâ€¦;0.0;['Russian/JJ Reset', 'deal', 'speeches']
1716;1716;2017-08-04 21:38:39;49730;893587008312016896;False;10103;Media Studio;"Great work being done by @FEMA @DHSgov w/state &amp; local leaders to prepare for hurricane season. Preparedness is an investment in our future! https://t.co/e4rbchY3zM";0.6588;['Special', 'Comey', 'crimes']
1717;1717;2017-08-04 15:48:28;63653;893498883090907136;False;14202;Twitter for iPhone;"No matter the mission, the brave men &amp; women of our @USCG proudly answer the call to serve 24/7/365. THANK YOU and HAPPY BIRTHDAY! #CG227ðŸ‡ºðŸ‡¸ https://t.co/GY555t0vzN";0.9307;['crime', 'S.', 'power']
1718;1718;2017-08-04 13:21:00;0;893461771813564416;True;9463;Twitter for iPhone;RT @paultdove: @FoxBusiness Republican Senators who are opposing the President, look at the great economic news: Americans Are Noticing!;0.6588;['carrier', 'morning', 'Va']
1719;1719;2017-08-04 13:20:21;0;893461607275270144;True;9648;Twitter for iPhone;RT @Bet22325450ste: @FoxBusiness @foxandfriends Come on America. Get on the Trump Train. The winners already have boarded! The losers are wâ€¦;-0.1511;['agenda', 'attempt', 'U.S.']
1720;1720;2017-08-04 13:18:59;0;893461264474804224;True;12591;Twitter for iPhone;RT @FoxBusiness: #BreakingNews: U.S. employers added 209,000 jobs in July, unemployment rate down to 4.3% #JobsReport https://t.co/mWaTLMg1â€¦;-0.4404;['Sessions.These', 'leaks', 'Jeff']
1721;1721;2017-08-04 13:18:38;0;893461175278718976;True;12310;Twitter for iPhone;RT @foxandfriends: .@JudgeJeanine: There will be an uproar in this country if they end up with an indictment against a Trump family memberâ€¦;0.0;['abuse', 'Sean/JJ Spicer', 'future']
1722;1722;2017-08-04 13:18:21;0;893461105552609280;True;56353;Twitter for iPhone;RT @RealJamesWoods: I've never witnessed such hatred for a man who is willing to work for free to make his beloved country a better place.â€¦;0.9164;['privilege', 'USSArizona', 'survivors']
1723;1723;2017-08-04 12:45:50;90292;893452922427715584;False;19333;Twitter for iPhone;Excellent Jobs Numbers just released - and I have only just begun. Many job stifling regulations continue to fall. Movement back to USA!;0.6114;['privilege', 'WH', 'survivors']
1724;1724;2017-08-04 10:35:31;84848;893420123641479168;False;17395;Twitter for iPhone;West Virginia was incredible last night. Crowds and enthusiasm were beyond, GDP at 3%, wow!Dem Governor became a Republican last night.;0.4926;['qtr', 'optimism', 'Manufacturersâ€™']
